,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,Organism
8571,AP2A1,O95782,Plasma membrane,0,1,0,0,human
8572,AP2A2,O94973,Plasma membrane,0,1,0,0,human
8573,AP2B1,P63010,Plasma membrane,0,1,0,0,human
8574,AP2M1,Q96CW1,Plasma membrane,0,1,0,0,human
8575,AP2S1,P53680,Plasma membrane,0,1,0,0,human
8143,AP3B1,O00203,Endosome,0,1,0,0,human
8144,AP3D1,O14617,Endosome,0,1,0,0,human
9168,AP3D1,O14617-5,Endosome,0,0,0,1,human
8145,AP3M1,Q9Y2T2,Endosome,0,1,0,0,human
8146,AP3S1,Q92572,Endosome,0,1,0,0,human
288,AP4B1,Q9Y6B7,Golgi,1,0,0,0,human
289,AP4E1,Q9UPM8,Golgi,1,0,0,0,human
290,AP4M1,O00189,Golgi,1,0,0,0,human
291,AP4S1,Q9Y587,Golgi,1,0,0,0,human
9243,AP5Z1,O43299,Endosome,0,0,0,1,human
292,APAF1,O14727,Cytoplasm,1,0,0,0,human
9851,APC,P25054,Large Protein Complex,0,0,0,1,human
293,APCDD1,Q8J025,Plasma membrane,1,0,0,0,human
294,APEH,P13798,Cytoplasm,1,0,0,0,human
9852,APEX1,P27695,Large Protein Complex,0,0,0,1,human
8855,APEX2,Q9UBZ4,Mitochondria,0,1,0,0,human
9244,APH1A,Q96BI3,Endosome,0,0,0,1,human
9853,API5,Q9BZZ5-2,Large Protein Complex,0,0,0,1,human
295,APIP,Q96GX9,Cytoplasm,1,0,0,0,human
296,APLNR,P35414,Plasma membrane,1,0,0,0,human
8147,APLP2,Q06481,Endosome,0,1,0,0,human
8249,APMAP,Q9HDC9,ER-Membrane,0,1,0,0,human
9062,APOA1,P02647,Endosome,0,0,1,0,human
297,APOBEC1,P41238,Cytoplasm,1,0,0,0,human
298,APOBEC3B,Q9UH17,Nucleus,1,0,0,0,human
10529,APOBEC3C,Q9NRW3,Large Protein Complex,0,0,0,1,human
299,APOBR,Q0VD83,Plasma membrane,1,0,0,0,human
9162,APOC1,P02654,Endosome,0,0,1,0,human
9165,APOC3,P02656,Endosome,0,0,1,0,human
9050,APOE,P02649,Endosome,0,0,1,0,human
300,APOL2,Q9BQE5,Cytoplasm,1,0,0,0,human
301,APOL3,O95236,Cytoplasm,1,0,0,0,human
302,APOL5,Q9BWW9,Cytoplasm,1,0,0,0,human
303,APOL6,Q9BWW8,Cytoplasm,1,0,0,0,human
304,APOLD1,Q96LR9,Plasma membrane,1,0,0,0,human
305,APOO,Q9BUR5,Mitochondria,1,0,0,0,human
306,APOOL,Q6UXV4,Mitochondria,1,0,0,0,human
8148,APP,P05067,Endosome,0,1,0,0,human
9747,APPL1,Q9UKG1,Plasma membrane,0,0,0,1,human
307,APRT,P07741,Cytoplasm,1,0,0,0,human
9854,APTX,Q7Z2E3,Large Protein Complex,0,0,0,1,human
308,AQP1,P29972,Plasma membrane,1,0,0,0,human
309,AQP10,Q96PS8,Plasma membrane,1,0,0,0,human
310,AQP3,Q92482,Plasma membrane,1,0,0,0,human
311,AQP8,O94778,Mitochondria,1,0,0,0,human
312,AQP9,O43315,Plasma membrane,1,0,0,0,human
313,AQP9,O14520,Plasma membrane,1,0,0,0,human
314,AQR,O60306,Nucleus,1,0,0,0,human
9855,ARAP1,Q96P48,Large Protein Complex,0,0,0,1,human
315,ARAP2,Q8WZ64,Cytoplasm,1,0,0,0,human
9856,ARCN1,P48444,Large Protein Complex,0,0,0,1,human
316,AREL1,O15033,Cytoplasm,1,0,0,0,human
8340,ARF1,P84077,Golgi,0,1,0,0,human
317,ARF4,P18085,Golgi,1,0,0,0,human
8856,ARF5,P84085,Mitochondria,0,1,0,0,human
8576,ARF6,P62330,Plasma membrane,0,1,0,0,human
10530,ARFGAP1,Q8N6T3,Large Protein Complex,0,0,0,1,human
9857,ARFGAP2,Q8N6H7,Large Protein Complex,0,0,0,1,human
9458,ARFGAP3,Q9NP61,Golgi,0,0,0,1,human
9858,ARFGEF1,Q9Y6D6,Large Protein Complex,0,0,0,1,human
9859,ARFGEF2,Q9Y6D5,Large Protein Complex,0,0,0,1,human
318,ARFIP1,P53367,Golgi,1,0,0,0,human
319,ARFIP2,P53365,Golgi,1,0,0,0,human
320,ARFRP1,Q13795,Golgi,1,0,0,0,human
321,ARG2,P78540,Mitochondria,1,0,0,0,human
322,ARGFX,A6NJG6,Nucleus,1,0,0,0,human
323,ARGLU1,Q9NWB6,Nucleus,1,0,0,0,human
324,ARHGAP1,Q07960,Cytoplasm,1,0,0,0,human
10531,ARHGAP10,A1A4S6,Large Protein Complex,0,0,0,1,human
8447,ARHGAP11A,Q6P4F7,Nucleus,0,1,0,0,human
9459,ARHGAP12,Q8IWW6,Golgi,0,0,0,1,human
9860,ARHGAP17,Q68EM7,Large Protein Complex,0,0,0,1,human
325,ARHGAP18,Q8N392,Cytoplasm,1,0,0,0,human
326,ARHGAP19,Q14CB8,Nucleus,1,0,0,0,human
9861,ARHGAP21,Q5T5U3,Large Protein Complex,0,0,0,1,human
10829,ARHGAP26,Q9UNA1,Large Protein Complex,0,0,0,1,human
9862,ARHGAP35,Q9NRY4,Large Protein Complex,0,0,0,1,human
327,ARHGAP39,Q9C0H5,Nucleus,1,0,0,0,human
9863,ARHGAP5,Q13017,Large Protein Complex,0,0,0,1,human
328,ARHGAP6,O43182,Cytoplasm,1,0,0,0,human
329,ARHGDIA,P52565,Cytoplasm,1,0,0,0,human
330,ARHGDIB,P52566,Cytoplasm,1,0,0,0,human
331,ARHGDIG,Q99819,Cytoplasm,1,0,0,0,human
9864,ARHGEF1,Q92888-3,Large Protein Complex,0,0,0,1,human
332,ARHGEF10L,Q9HCE6,Cytoplasm,1,0,0,0,human
10532,ARHGEF12,Q9NZN5-2,Large Protein Complex,0,0,0,1,human
333,ARHGEF16,Q5VV41,Cytoplasm,1,0,0,0,human
11076,ARHGEF17,Q96PE2,Large Protein Complex,0,0,0,1,human
10830,ARHGEF18,Q6ZSZ5,Large Protein Complex,0,0,0,1,human
9865,ARHGEF2,Q92974,Large Protein Complex,0,0,0,1,human
334,ARHGEF3,Q9NR81,Cytoplasm,1,0,0,0,human
335,ARHGEF39,Q8N4T4,Plasma membrane,1,0,0,0,human
10831,ARHGEF5,Q12774,Large Protein Complex,0,0,0,1,human
9866,ARHGEF7,Q14155-1,Large Protein Complex,0,0,0,1,human
336,ARID1A,O14497,Nucleus,1,0,0,0,human
337,ARID1B,Q8NFD5,Nucleus,1,0,0,0,human
338,ARID2,Q68CP9,Nucleus,1,0,0,0,human
8448,ARID3A,Q99856,Nucleus,0,1,0,0,human
339,ARID3B,Q8IVW6,Nucleus,1,0,0,0,human
340,ARID3C,A6NKF2,Nucleus,1,0,0,0,human
341,ARID4A,P29374,Nucleus,1,0,0,0,human
342,ARID5A,Q03989,Nucleus,1,0,0,0,human
343,ARID5B,Q14865,Nucleus,1,0,0,0,human
9867,ARIH1,Q9Y4X5,Large Protein Complex,0,0,0,1,human
8341,ARL1,P40616,Golgi,0,1,0,0,human
344,ARL13B,Q3SXY8,Plasma membrane,1,0,0,0,human
345,ARL14EP,Q8N8R7,Cytoplasm,1,0,0,0,human
346,ARL17A,Q8IVW1,Golgi,1,0,0,0,human
8857,ARL2,P36404,Mitochondria,0,1,0,0,human
9216,ARL3,P36405,Endosome,0,0,0,1,human
347,ARL6IP1,Q15041,ER,1,0,0,0,human
348,ARL6IP4,Q66PJ3,Nucleus,1,0,0,0,human
10533,ARL6IP4,Q66PJ3-2,Large Protein Complex,0,0,0,1,human
8250,ARL6IP5,O75915,ER-Membrane,0,1,0,0,human
349,ARL6IP6,Q8N6S5,Nucleus,1,0,0,0,human
350,ARL8A,Q96BM9,Lysosome,1,0,0,0,human
351,ARL8B,Q9NVJ2,Lysosome,1,0,0,0,human
8426,ARMC1,Q9NVT9,Mitochondrion-Mtx,0,1,0,0,human
352,ARMC10,Q8N2F6,ER,1,0,0,0,human
353,ARMC5,Q96C12,Cytoplasm,1,0,0,0,human
10534,ARMC8,Q8IUR7,Large Protein Complex,0,0,0,1,human
354,ARMCX1,Q9P291,Mitochondria,1,0,0,0,human
355,ARMCX2,Q7L311,Mitochondria,1,0,0,0,human
9001,ARMCX3,Q9UH62,Mitochondria,0,1,0,0,human
356,ARMCX6,Q7L4S7,Mitochondria,1,0,0,0,human
357,ARMS2,P0C7Q2,Cytoplasm,1,0,0,0,human
11214,ARMT1,Q9H993,Large Protein Complex,0,0,0,1,human
358,ARNT,P27540,Nucleus,1,0,0,0,human
359,ARNT2,Q9HBZ2,Nucleus,1,0,0,0,human
360,ARNTL2,Q8WYA1,Nucleus,1,0,0,0,human
9868,ARPC1A,Q92747,Large Protein Complex,0,0,0,1,human
9869,ARPC1B,O15143,Large Protein Complex,0,0,0,1,human
9870,ARPC2,O15144,Large Protein Complex,0,0,0,1,human
9871,ARPC3,O15145,Large Protein Complex,0,0,0,1,human
9872,ARPC4,P59998,Large Protein Complex,0,0,0,1,human
9873,ARPC5,O15511,Large Protein Complex,0,0,0,1,human
9874,ARPC5L,Q9BPX5,Large Protein Complex,0,0,0,1,human
9183,ARPIN,Q7Z6K5-2,Endosome,0,0,0,1,human
361,ARPP19,P56211,Cytoplasm,1,0,0,0,human
362,ARPP21,Q9UBL0,Cytoplasm,1,0,0,0,human
9875,ARRB1,P49407-2,Large Protein Complex,0,0,0,1,human
9876,ARRB2,P32121,Large Protein Complex,0,0,0,1,human
363,ARRDC1,Q8N5I2,Plasma membrane,1,0,0,0,human
364,ARSA,O43681,Lysosome,1,0,0,0,human
365,ARSA,P15289,Lysosome,1,0,0,0,human
366,ARSB,P15848,Lysosome,1,0,0,0,human
367,ARSD,P51689,Lysosome,1,0,0,0,human
368,ARSE,P51690,Golgi,1,0,0,0,human
369,ARSG,Q96EG1,Lysosome,1,0,0,0,human
9079,ARSK,Q6UWY0,Endosome,0,0,1,0,human
370,ART3,Q13508,Plasma membrane,1,0,0,0,human
371,ART4,Q93070,Plasma membrane,1,0,0,0,human
372,ARV1,Q9H2C2,ER,1,0,0,0,human
373,ARX,Q96QS3,Nucleus,1,0,0,0,human
374,AS3MT,Q9HBK9,Cytoplasm,1,0,0,0,human
375,ASAH1,Q13510,Lysosome,1,0,0,0,human
9877,ASAP1,Q9ULH1,Large Protein Complex,0,0,0,1,human
10535,ASAP2,O43150-2,Large Protein Complex,0,0,0,1,human
376,ASAP3,Q8TDY4,Cytoplasm,1,0,0,0,human
377,ASB6,Q9NWX5,Cytoplasm,1,0,0,0,human
378,ASB8,Q9H765,Cytoplasm,1,0,0,0,human
379,ASB9,Q96DX5,Mitochondria,1,0,0,0,human
380,ASCC1,Q8N9N2,Nucleus,1,0,0,0,human
9878,ASCC1,Q8N9N2-2,Large Protein Complex,0,0,0,1,human
381,ASCC2,Q9H1I8,Nucleus,1,0,0,0,human
382,ASCC3,Q8N3C0,Nucleus,1,0,0,0,human
383,ASCL1,P50553,Nucleus,1,0,0,0,human
384,ASCL2,Q99929,Nucleus,1,0,0,0,human
385,ASCL3,Q9NQ33,Nucleus,1,0,0,0,human
386,ASCL4,Q6XD76,Nucleus,1,0,0,0,human
387,ASCL5,Q7RTU5,Nucleus,1,0,0,0,human
388,ASDURF,L0R819,Cytoplasm,1,0,0,0,human
389,ASF1A,Q9Y294,Nucleus,1,0,0,0,human
390,ASF1B,Q9NVP2,Nucleus,1,0,0,0,human
391,ASH1L,Q9NR48,Nucleus,1,0,0,0,human
392,ASH2L,Q9UBL3,Nucleus,1,0,0,0,human
393,ASIC1,P78348,Plasma membrane,1,0,0,0,human
394,ASIC2,Q16515,Plasma membrane,1,0,0,0,human
395,ASIC5,Q9NY37,Plasma membrane,1,0,0,0,human
10832,ASNS,P08243,Large Protein Complex,0,0,0,1,human
396,ASPH,Q12797,ER,1,0,0,0,human
9879,ASPM,Q8IZT6,Large Protein Complex,0,0,0,1,human
397,ASRGL1,Q7L266,Cytoplasm,1,0,0,0,human
398,ASS1,P00966,Cytoplasm,1,0,0,0,human
9880,ASUN,Q9NVM9,Large Protein Complex,0,0,0,1,human
399,ASXL1,Q8IXJ9,Nucleus,1,0,0,0,human
400,ASXL2,Q76L83,Nucleus,1,0,0,0,human
401,ASXL3,Q9C0F0,Nucleus,1,0,0,0,human
8430,ATAD1,Q8NBU5,Mitochondrion-OM,0,1,0,0,human
402,ATAD2,Q6PL18,Nucleus,1,0,0,0,human
403,ATAD2B,Q9ULI0,Nucleus,1,0,0,0,human
404,ATAD3A,Q9NVI7,Mitochondria,1,0,0,0,human
9537,ATAD3A,Q9NVI7-2,Mitochondria,0,0,0,1,human
405,ATAD3B,Q5T9A4,Mitochondria,1,0,0,0,human
406,ATAD5,Q96QE3,Nucleus,1,0,0,0,human
407,ATF1,P18846,Nucleus,1,0,0,0,human
8449,ATF2,P15336,Nucleus,0,1,0,0,human
408,ATF3,P18847,Nucleus,1,0,0,0,human
8251,ATF6,P18850,ER-Membrane,0,1,0,0,human
409,ATF7IP,Q6VMQ6,Nucleus,1,0,0,0,human
410,ATF7IP2,Q5U623,Nucleus,1,0,0,0,human
411,ATG10,Q9H0Y0,Cytoplasm,1,0,0,0,human
10536,ATG16L1,Q676U5,Large Protein Complex,0,0,0,1,human
412,ATG3,Q9NT62,Cytoplasm,1,0,0,0,human
413,ATG4A,Q8WYN0,Cytoplasm,1,0,0,0,human
414,ATG4B,Q9Y4P1,Cytoplasm,1,0,0,0,human
415,ATG4C,Q96DT6,Cytoplasm,1,0,0,0,human
8149,ATG9A,Q7Z3C6,Endosome,0,1,0,0,human
8858,ATIC,P31939,Mitochondria,0,1,0,0,human
416,ATL1,Q8WXF7,ER,1,0,0,0,human
417,ATL2,Q8NHH9,ER,1,0,0,0,human
418,ATL3,Q6DD88,ER,1,0,0,0,human
10537,ATM,Q13315,Large Protein Complex,0,0,0,1,human
419,ATMIN,O43313,Nucleus,1,0,0,0,human
420,ATOH1,Q92858,Nucleus,1,0,0,0,human
421,ATOH7,Q8N100,Nucleus,1,0,0,0,human
11215,ATOX1,O00244,Large Protein Complex,0,0,0,1,human
422,ATP10B,O94823,ER,1,0,0,0,human
9658,ATP11A,P98196,Plasma membrane,0,0,0,1,human
9145,ATP11B,Q9Y2G3,Endosome,0,0,1,0,human
9707,ATP11C,Q8NB49,Plasma membrane,0,0,0,1,human
423,ATP13A1,Q9HD20,ER,1,0,0,0,human
424,ATP13A2,Q9NQ11,Lysosome,1,0,0,0,human
8577,ATP13A3,Q9H7F0,Plasma membrane,0,1,0,0,human
425,ATP1A1,P05023,Plasma membrane,1,0,0,0,human
426,ATP1A2,P50993,Plasma membrane,1,0,0,0,human
427,ATP1A3,P13637,Plasma membrane,1,0,0,0,human
428,ATP1A4,Q13733,Plasma membrane,1,0,0,0,human
429,ATP1B1,P05026,Plasma membrane,1,0,0,0,human
430,ATP1B2,P14415,Plasma membrane,1,0,0,0,human
431,ATP1B3,P54709,Plasma membrane,1,0,0,0,human
432,ATP1B4,Q9UN42,Nucleus,1,0,0,0,human
433,ATP2A1,O14983,ER,1,0,0,0,human
434,ATP2A2,P16615,ER,1,0,0,0,human
435,ATP2B1,P20020,Plasma membrane,1,0,0,0,human
436,ATP2B2,Q01814,Plasma membrane,1,0,0,0,human
437,ATP2B3,Q16720,Plasma membrane,1,0,0,0,human
438,ATP2B4,P23634,Plasma membrane,1,0,0,0,human
439,ATP2C1,P98194,Golgi,1,0,0,0,human
9446,ATP2C1,P98194-7,Ergic/cisGolgi,0,0,0,1,human
440,ATP4A,P20648,Plasma membrane,1,0,0,0,human
441,ATP4B,P51164,Plasma membrane,1,0,0,0,human
442,ATP5F1A,P25705,Mitochondria,1,0,0,0,human
443,ATP5F1B,P06576,Mitochondria,1,0,0,0,human
444,ATP5F1C,P36542,Mitochondria,1,0,0,0,human
445,ATP5F1D,P30049,Mitochondria,1,0,0,0,human
446,ATP5F1E,P56381,Mitochondria,1,0,0,0,human
447,ATP5F1EP2,Q5VTU8,Mitochondria,1,0,0,0,human
448,ATP5IF1,Q9UII2,Mitochondria,1,0,0,0,human
449,ATP5MC1,P05496,Mitochondria,1,0,0,0,human
450,ATP5MC2,Q06055,Mitochondria,1,0,0,0,human
451,ATP5MC3,P48201,Mitochondria,1,0,0,0,human
452,ATP5MD,Q96IX5,Mitochondria,1,0,0,0,human
453,ATP5ME,P56385,Mitochondria,1,0,0,0,human
454,ATP5MF,P56134,Mitochondria,1,0,0,0,human
455,ATP5MG,O75964,Mitochondria,1,0,0,0,human
456,ATP5MGL,Q7Z4Y8,Mitochondria,1,0,0,0,human
457,ATP5MPL,P56378,Mitochondria,1,0,0,0,human
458,ATP5PB,P24539,Mitochondria,1,0,0,0,human
459,ATP5PD,O75947,Mitochondria,1,0,0,0,human
460,ATP5PF,P18859,Mitochondria,1,0,0,0,human
461,ATP5PO,P48047,Mitochondria,1,0,0,0,human
462,ATP6AP1,Q15904,Ergic/cisGolgi,1,0,0,0,human
8252,ATP6AP2,O75787,ER-Membrane,0,1,0,0,human
463,ATP6V0A1,Q93050,Lysosome,1,0,0,0,human
9169,ATP6V0A1,Q93050-3,Endosome,0,0,0,1,human
464,ATP6V0A2,Q9Y487,Lysosome,1,0,0,0,human
465,ATP6V0A4,Q9HBG4,Lysosome,1,0,0,0,human
466,ATP6V0B,Q99437,Lysosome,1,0,0,0,human
467,ATP6V0C,P27449,Lysosome,1,0,0,0,human
468,ATP6V0D1,P61421,Lysosome,1,0,0,0,human
469,ATP6V0D2,Q8N8Y2,Lysosome,1,0,0,0,human
470,ATP6V0E1,O15342,Lysosome,1,0,0,0,human
471,ATP6V0E2,Q8NHE4,Lysosome,1,0,0,0,human
472,ATP6V1A,P38606,Lysosome,1,0,0,0,human
473,ATP6V1B1,P15313,Lysosome,1,0,0,0,human
474,ATP6V1B2,P21281,Lysosome,1,0,0,0,human
475,ATP6V1C1,P21283,Lysosome,1,0,0,0,human
476,ATP6V1C2,Q8NEY4,Lysosome,1,0,0,0,human
477,ATP6V1D,Q9Y5K8,Lysosome,1,0,0,0,human
478,ATP6V1E1,P36543,Lysosome,1,0,0,0,human
479,ATP6V1E2,Q96A05,Lysosome,1,0,0,0,human
480,ATP6V1F,Q16864,Lysosome,1,0,0,0,human
481,ATP6V1G1,O75348,Lysosome,1,0,0,0,human
482,ATP6V1G2,O95670,Lysosome,1,0,0,0,human
483,ATP6V1G3,Q96LB4,Lysosome,1,0,0,0,human
484,ATP6V1H,Q9UI12,Lysosome,1,0,0,0,human
9659,ATP7A,Q04656,Plasma membrane,0,0,0,1,human
9660,ATP7B,P35670,Plasma membrane,0,0,0,1,human
9146,ATP8A1,Q9Y2Q0,Endosome,0,0,1,0,human
485,ATP8B3,O60423,ER,1,0,0,0,human
8150,ATP9A,O75110,Endosome,0,1,0,0,human
486,ATPAF1,Q5TC12,Mitochondria,1,0,0,0,human
487,ATPAF2,Q8N5M1,Mitochondria,1,0,0,0,human
488,ATPSCKMT,Q6P4H8,Mitochondria,1,0,0,0,human
489,ATR,Q13535,Nucleus,1,0,0,0,human
9357,ATRAID,Q6UW56,ER,0,0,0,1,human
490,ATRIP,Q8WXE1,Nucleus,1,0,0,0,human
9384,ATRN,O75882,ER,0,0,0,1,human
491,ATRX,P46100,Nucleus,1,0,0,0,human
9881,ATXN10,Q9UBB4,Large Protein Complex,0,0,0,1,human
492,ATXN1L,P0C7T5,Nucleus,1,0,0,0,human
493,ATXN2,Q99700,Cytoplasm,1,0,0,0,human
9882,ATXN2L,Q8WWM7,Large Protein Complex,0,0,0,1,human
494,ATXN3,P54252,Nucleus,1,0,0,0,human
495,ATXN3L,Q9H3M9,Nucleus,1,0,0,0,human
496,ATXN7L3,Q14CW9,Nucleus,1,0,0,0,human
497,ATXN7L3B,Q96GX2,Cytoplasm,1,0,0,0,human
498,ATXN8,Q156A1,Nucleus,1,0,0,0,human
499,ATXN8OS,P0DMR3,Cytoplasm,1,0,0,0,human
500,AUH,Q13825,Mitochondria,1,0,0,0,human
501,AUP1,Q9Y679,ER,1,0,0,0,human
9883,AURKA,O14965,Large Protein Complex,0,0,0,1,human
8450,AURKB,Q96GD4,Nucleus,0,1,0,0,human
9884,AVEN,Q9NQS1,Large Protein Complex,0,0,0,1,human
502,AVL9,Q8NBF6,Endosome,1,0,0,0,human
503,AVPR1A,P37288,Plasma membrane,1,0,0,0,human
504,AVPR1B,P47901,Plasma membrane,1,0,0,0,human
505,AVPR2,P30518,Plasma membrane,1,0,0,0,human
506,AWAT1,Q58HT5,ER,1,0,0,0,human
507,AWAT2,Q6E213,ER,1,0,0,0,human
508,AXIN2,Q9Y2T1,Cytoplasm,1,0,0,0,human
509,AXL,P30530,Plasma membrane,1,0,0,0,human
510,AZI2,Q9H6S1,Cytoplasm,1,0,0,0,human
511,AZIN1,O14977,Nucleus,1,0,0,0,human
8578,B2M,P61769,Plasma membrane,0,1,0,0,human
512,B3GALNT1,O75752,Golgi,1,0,0,0,human
513,B3GALNT2,Q8NCR0,Golgi,1,0,0,0,human
514,B3GALT1,Q9Y5Z6,Golgi,1,0,0,0,human
515,B3GALT2,O43825,Golgi,1,0,0,0,human
516,B3GALT4,O96024,Golgi,1,0,0,0,human
517,B3GALT5,Q9Y2C3,Golgi,1,0,0,0,human
518,B3GALT6,Q96L58,Golgi,1,0,0,0,human
519,B3GAT1,Q9P2W7,Golgi,1,0,0,0,human
520,B3GAT2,Q9NPZ5,Golgi,1,0,0,0,human
521,B3GAT3,O94766,Golgi,1,0,0,0,human
522,B3GLCT,Q6Y288,ER,1,0,0,0,human
523,B3GNT2,Q9NY97,Golgi,1,0,0,0,human
524,B3GNT3,Q9Y2A9,Golgi,1,0,0,0,human
525,B3GNT4,Q9C0J1,Golgi,1,0,0,0,human
526,B3GNT5,Q9BYG0,Golgi,1,0,0,0,human
527,B3GNT6,Q6ZMB0,Golgi,1,0,0,0,human
528,B3GNT7,Q8NFL0,Golgi,1,0,0,0,human
529,B3GNT8,Q7Z7M8,Golgi,1,0,0,0,human
530,B3GNT8,Q67FW5,Golgi,1,0,0,0,human
531,B3GNT9,Q6UX72,Golgi,1,0,0,0,human
532,B4GALNT1,Q00973,Golgi,1,0,0,0,human
533,B4GALNT2,Q8NHY0,Golgi,1,0,0,0,human
534,B4GALNT3,Q6L9W6,Golgi,1,0,0,0,human
535,B4GALNT4,Q76KP1,Golgi,1,0,0,0,human
536,B4GALT1,P15291,Golgi,1,0,0,0,human
9456,B4GALT1,P15291-2,Golgi,0,0,0,1,human
537,B4GALT2,O60909,Golgi,1,0,0,0,human
538,B4GALT3,O60512,Golgi,1,0,0,0,human
539,B4GALT4,O60513,Golgi,1,0,0,0,human
540,B4GALT5,O43286,Golgi,1,0,0,0,human
541,B4GALT6,Q9UBX8,Golgi,1,0,0,0,human
542,B4GALT7,Q9UBV7,Golgi,1,0,0,0,human
543,B4GAT1,O43505,Golgi,1,0,0,0,human
9303,BACE2,Q9Y5Z0,ER,0,0,0,1,human
544,BACH1,O14867,Nucleus,1,0,0,0,human
545,BACH1,Q9BX63,Nucleus,1,0,0,0,human
8859,BAD,Q92934,Mitochondria,0,1,0,0,human
10538,BAG1,Q99933,Large Protein Complex,0,0,0,1,human
9139,BAG2,O95816,Endosome,0,0,1,0,human
10833,BAG3,O95817,Large Protein Complex,0,0,0,1,human
546,BAG4,O95429,Cytoplasm,1,0,0,0,human
9422,BAG5,Q9UL15,ER_high_curvature,0,0,0,1,human
9885,BAG6,P46379,Large Protein Complex,0,0,0,1,human
547,BAHD1,Q8TBE0,Nucleus,1,0,0,0,human
10834,BAIAP2,Q9UQB8-5,Large Protein Complex,0,0,0,1,human
9184,BAIAP2L1,Q9UHR4,Endosome,0,0,0,1,human
548,BAK1,Q16611,Mitochondria,1,0,0,0,human
9661,BANF1,O75531,Plasma membrane,0,0,0,1,human
549,BANP,Q8N9N5,Nucleus,1,0,0,0,human
550,BAP18,Q8IXM2,Nucleus,1,0,0,0,human
8451,BARD1,Q99728,Nucleus,0,1,0,0,human
551,BARHL1,Q9BZE3,Nucleus,1,0,0,0,human
552,BARHL2,Q9NY43,Nucleus,1,0,0,0,human
553,BARX1,Q9HBU1,Nucleus,1,0,0,0,human
554,BARX2,Q9UMQ3,Nucleus,1,0,0,0,human
555,BASP1,P80723,Plasma membrane,1,0,0,0,human
556,BATF2,Q8N1L9,Nucleus,1,0,0,0,human
557,BATF3,Q9NR55,Nucleus,1,0,0,0,human
8378,BAX,Q07812,Mitochondrion-Mtx,0,1,0,0,human
558,BAZ1A,Q9NRL2,Nucleus,1,0,0,0,human
559,BAZ1B,Q9UIG0,Nucleus,1,0,0,0,human
560,BAZ2A,Q9UIF9,Nucleus,1,0,0,0,human
561,BAZ2B,Q9UIF8,Nucleus,1,0,0,0,human
562,BBC3,Q96PG8,Mitochondria,1,0,0,0,human
563,BBC3,Q9BXH1,Mitochondria,1,0,0,0,human
564,BBOX1,O75936,Cytoplasm,1,0,0,0,human
565,BBX,Q8WY36,Nucleus,1,0,0,0,human
8579,BCAM,P50895,Plasma membrane,0,1,0,0,human
566,BCAP29,Q9UHQ4,ER,1,0,0,0,human
567,BCAP31,P51572,Ergic/cisGolgi,1,0,0,0,human
9271,BCAP31,P51572-2,ER,0,0,0,1,human
9886,BCAR1,P56945,Large Protein Complex,0,0,0,1,human
9887,BCAR3,O75815,Large Protein Complex,0,0,0,1,human
568,BCAS1,O75363,Cytoplasm,1,0,0,0,human
569,BCAS2,O75934,Nucleus,1,0,0,0,human
570,BCAS4,Q8TDM0,Cytoplasm,1,0,0,0,human
571,BCAT1,P54687,Cytoplasm,1,0,0,0,human
8379,BCAT2,O15382,Mitochondrion-Mtx,0,1,0,0,human
9888,BCCIP,Q9P287,Large Protein Complex,0,0,0,1,human
572,BCDIN3D,Q7Z5W3,Cytoplasm,1,0,0,0,human
573,BCKDHA,P12694,Mitochondria,1,0,0,0,human
574,BCKDHB,P21953,Mitochondria,1,0,0,0,human
575,BCKDK,O14874,Mitochondria,1,0,0,0,human
576,BCL11B,Q9C0K0,Nucleus,1,0,0,0,human
8860,BCL2,P10415,Mitochondria,0,1,0,0,human
577,BCL2A1,Q16548,Cytoplasm,1,0,0,0,human
8861,BCL2L1,Q07817,Mitochondria,0,1,0,0,human
8580,BCL2L12,Q9HB09,Plasma membrane,0,1,0,0,human
8821,BCL2L13,Q9BXK5,Mitochondria,0,1,0,0,human
578,BCL6,P41182,Nucleus,1,0,0,0,human
579,BCL6B,Q8N143,Nucleus,1,0,0,0,human
580,BCL9,O00512,Nucleus,1,0,0,0,human
581,BCL9L,Q86UU0,Nucleus,1,0,0,0,human
9889,BCLAF1,Q9NYF8,Large Protein Complex,0,0,0,1,human
582,BCLAF3,A2AJT9,Mitochondria,1,0,0,0,human
583,BCO2,Q9BYV7,Mitochondria,1,0,0,0,human
584,BCOR,Q6W2J9,Nucleus,1,0,0,0,human
585,BCORL1,Q5H9F3,Nucleus,1,0,0,0,human
9507,BCR,P11274,Golgi,0,0,0,1,human
586,BCS1L,Q9Y276,Mitochondria,1,0,0,0,human
587,BDH1,Q02338,Mitochondria,1,0,0,0,human
588,BDH2,Q9BUT1,Cytoplasm,1,0,0,0,human
589,BDKRB1,P46663,Plasma membrane,1,0,0,0,human
590,BDKRB2,P30411,Plasma membrane,1,0,0,0,human
591,BDP1,A6H8Y1,Nucleus,1,0,0,0,human
592,BDP1,Q99952,Nucleus,1,0,0,0,human
8151,BECN1,Q14457,Endosome,0,1,0,0,human
593,BECN2,A8MW95,Cytoplasm,1,0,0,0,human
594,BEND3,Q5T5X7,Nucleus,1,0,0,0,human
595,BEND6,Q5SZJ8,Nucleus,1,0,0,0,human
